bond_ticker,equity_ticker,comp_name
EXPEIG,EXPE,NA
NEUNIV,NEUN,NA
STENA,STE,NA
EXLEAS,EXLE,NA
WATJET,WATJ,NA
CHSHIP,CHSH,NA
PNPYG,PNP,NA
HOCLN,HOC,NA
BLULNE,BLUL,NA
PUMAFN,PUMA,NA
NESCOL,NESC,NA
BMETR,BME,NA
NADLNO,NADL,NA
NBZCN,NBZ,NA
PTICN,PTI,NA
FFNT,FF,NA
FUNOTR,FUNO,NA
INTAVI,INTA,NA
PARSLY,PARS,NA
LANTRA,LANT,NA
HELILE,HELI,NA
MINSUR,MINS,NA
NOR,N,NA
AMENUT,AMEN,NA
CEC,C,NA
HUNTCO,HUNT,NA
FREGR,FRE,NA
MODSPA,MODS,NA
ANZNZ,ANZ,NA
BZLNZ,BZL,NA
GRKT,GR,NA
EHLAU,EHL,NA
DAYCOV,DAYC,NA
KIZURE,KIZU,NA
KDFHEN,KDFH,NA
AMSIND,AMSI,NA
IIICN,III,NA
GRFSM,GRF,NA
EASTLA,EAST,NA
GATORE,GATO,NA
CREAL,CRE,NA
AGICN,AGI,NA
SUMMPL,SUMM,NA
RDGBCR,RDGB,NA
MLTPLN,MLTP,NA
PACT,PA,NA
ARTSNG,ARTS,NA
SUNASC,SUNA,NA
HARKAN,HARK,NA
COLUIF,COLU,NA
MERNA,MER,NA
ALFAA,ALF,NA
TURKTI,TURK,NA
RVRFRT,RVRF,NA
ABENGO,ABEN,NA
TSEMIT,TSEM,NA
AGROME,AGRO,NA
LNRAU,LNR,NA
SUNAU,SUN,NA
GTRC,GT,NA
ENQLN,ENQ,NA
KCMA,KC,NA
DAMACR,DAMA,NA
SIGINT,SIGI,NA
SUAMSA,SUAM,NA
LWSN,LW,NA
ATWIDR,ATWI,NA
FINDEP,FIND,NA
FTSINT,FTSI,NA
FECRC,FEC,NA
ZENITH,ZENI,NA
CITREL,CITR,NA
ACHC,ACHC,Acadia Healthcare Company, Inc.
GST,GST,Gastar Exploration Inc Common S
CSTM,CSTM,Constellium N.V. Ordinary Share
CTXS,CTXS,Citrix Systems, Inc.
DCT,DCT,DCT Industrial Trust Inc Common
RFP,RFP,Resolute Forest Products Inc. C
EAC,EAC,Erickson Incorporated
WCIC,WCIC,WCI Communities, Inc. Common St
BERY,BERY,Berry Plastics Group, Inc. Comm
RYAM,RYAM,Rayonier Advanced Materials Inc
LXU,LXU,LSB Industries, Inc. Common Sto
OCN,OCN,Ocwen Financial Corporation NEW
WMIH,WMIH,WMI HOLDINGS
SRC,SRC,Spirit Realty Capital, Inc. Com
SIG,SIG,Signet Jewelers Limited Common 
XRS,XRS,TAL Education Group American De
ENBL,ENBL,Enable Midstream Partners, LP C
SANM,SANM,Sanmina Corporation
TOO,TOO,Teekay Offshore Partners L.P. C
AMRS,AMRS,Amyris, Inc.
APO,APO,Apollo Global Management, LLC C
NRP,NRP,Natural Resource Partners LP Li
SPNC,SPNC,The Spectranetics Corporation
NMFC,NMFC,New Mountain Finance Corporatio
REGI,REGI,Renewable Energy Group, Inc.
AXLL,AXLL,Axiall Corporation
OSK,OSK,Oshkosh Corporation (Holding Co
PODD,PODD,Insulet Corporation
TSLX,TSLX,TPG Specialty Lending, Inc. Com
RTRX,RTRX,Retrophin, Inc.
ILMN,ILMN,Illumina, Inc.
TSL,TSL,Trina Solar Limited Sponsored A
TLRD,TLRD,Tailored Brands, Inc. Common St
HW,HW,Headwaters Incorporated Common 
WTFC,WTFC,Wintrust Financial Corporation
FRC,FRC,FIRST REPUBLIC BANK Common Stoc
TCPC,TCPC,TCP Capital Corp.
CMP,CMP,Compass Minerals Intl Inc Commo
ARIA,ARIA,ARIAD Pharmaceuticals, Inc.
VRNT,VRNT,Verint Systems Inc.
ALGT,ALGT,Allegiant Travel Company
RH,RH,Restoration Hardware Holdings I
ACOR,ACOR,Acorda Therapeutics, Inc.
EZPW,EZPW,EZCORP, Inc.
TLOG,TLOG,TetraLogic Pharmaceuticals Corp
SN,SN,Sanchez Energy Corporation Comm
CUBI,CUBI,Customers Bancorp, Inc Common S
MELI,MELI,MercadoLibre, Inc.
STNG,STNG,Scorpio Tankers Inc. Common Sha
PANW,PANW,Palo Alto Networks, Inc. Common
ALLE,ALLE,Allegion plc Ordinary Shares
USCR,USCR,U S Concrete, Inc.
GLPI,GLPI,Gaming and Leisure Properties, 
SFR,SFR,Colony Starwood Homes Common Sh
CRI,CRI,Carter's, Inc. Common Stock
SYF,SYF,Synchrony Financial Common Stoc
FSIC,FSIC,FS Investment Corporation Commo
MIC,MIC,Macquarie Infrastructure Compan
TPLM,TPLM,Triangle Petroleum Corporation 
SWHC,SWHC,Smith & Wesson Holding Corporat
BBBY,BBBY,Bed Bath & Beyond Inc.
KEYW,KEYW,The KEYW Holding Corporation
IBTX,IBTX,Independent Bank Group, Inc
KOS,KOS,Kosmos Energy Ltd. Common Share
WRES,WRES,Warren Resources, Inc.
EQM,EQM,EQT Midstream Partners, LP Comm
PHII,PHII,PHI, Inc.
EGBN,EGBN,Eagle Bancorp, Inc.
PGEM,PGEM,Ply Gem Holdings, Inc. Common S
ESRT,ESRT,Empire State Realty Trust, Inc.
SNCR,SNCR,Synchronoss Technologies, Inc.
DLNG,DLNG,Dynagas LNG Partners LP Common 
JAZZ,JAZZ,Jazz Pharmaceuticals plc
ONB,ONB,Old National Bancorp
AEGR,AEGR,Aegerion Pharmaceuticals, Inc.
LGND,LGND,Ligand Pharmaceuticals Incorpor
ENOC,ENOC,EnerNOC, Inc.
FET,FET,Forum Energy Technologies, Inc.
NWBO,NWBO,Northwest Biotherapeutics, Inc.
ATCNA,ATC,NA
SFRFP,SFR,NA
SRIRJK,SRIR,NA
OCPMR,OCP,NA
KILREL,KILR,NA
HEFOSO,HEFO,NA
GTOWNU,GTOW,NA
CSMAU,CSM,NA
LENOVO,LENO,NA
EVERGL,EVER,NA
LABARS,LABA,NA
RATCH,RAT,NA
MASISA,MASI,NA
KORESC,KORE,NA
CCAMCL,CCAM,NA
DEVTAM,DEVT,NA
OCENSA,OCEN,NA
FERMCA,FERM,NA
FIBRBZ,FIBR,NA
ARMORE,ARMO,NA
SRNCOM,SRNC,NA
SORENC,SORE,NA
CONGLO,CONG,NA
BRSAU,BRS,NA
MURREN,MURR,NA
DIAMBK,DIAM,NA
JETSS,JET,NA
EXL,E,NA
ORTCLI,ORTC,NA
NGREFN,NGRE,NA
CIWSCI,CIWS,NA
PGASIJ,PGAS,NA
MAOIH,MAO,NA
KISSNR,KISS,NA
YMCAWI,YMCA,NA
INVCOR,INVC,NA
CTREV,CTR,NA
GRICNO,GRIC,NA
HOUFIT,HOUF,NA
DRVTIM,DRVT,NA
ISATLN,ISAT,NA
PACINW,PACI,NA
ETISLT,ETIS,NA
INTMAS,INTM,NA
BINBUR,BINB,NA
THIRAL,THIR,NA
YAHEAL,YAHE,NA
OAKMNT,OAKM,NA
SESHNG,SESH,NA
ACCGHL,ACCG,NA
FLECIN,FLEC,NA
CASCN,CAS,NA
MASHER,MASH,NA
EMAARM,EMAA,NA
FISHLN,FISH,NA
HILCOS,HILC,NA
GATGLO,GATG,NA
SSABAS,SSAB,NA
KFINKK,KFIN,NA
OOGCOR,OOGC,NA
GKOLN,GKO,NA
SANJEL,SANJ,NA
NUVOTV,NUVO,NA
MGCN,MG,NA
RIOOIL,RIOO,NA
GOOMAN,GOOM,NA
EMS,E,NA
HONGQI,HONG,NA
XELCN,XEL,NA
NWCOAB,NWCO,NA
TCZIRA,TCZI,NA
CACJEP,CACJ,NA
ALALTD,ALAL,NA
ALNTF,ALN,NA
CARTRH,CART,NA
IAECN,IAE,NA
ENEXPR,ENEX,NA
PGN,P,NA
WARREN,WARR,NA
NCBKPA,NCBK,NA
CSGRPE,CSGR,NA
YRICN,YRI,NA
GRNLGR,GRNL,NA
VCKLEA,VCKL,NA
HELTOW,HELT,NA
INRSHM,INRS,NA
TUPY,TU,NA
KLAB,KL,NA
AMEPER,AMEP,NA
LHTTWR,LHTT,NA
CITPET,CITP,NA
HRAM,HR,NA
HARDWD,HARD,NA
DRAWBR,DRAW,NA
COVSUR,COVS,NA
INCMBZ,INCM,NA
SVNSVN,SVNS,NA
DSWATE,DSWA,NA
ARRUNI,ARRU,NA
INFACQ,INFA,NA
GNLQCI,GNLQ,NA
TSIACQ,TSIA,NA
BKST,BK,NA
SAIVST,SAIV,NA
TATAIN,TATA,NA
GCX,G,NA
ECOTRA,ECOT,NA
NCSGCR,NCSG,NA
PAPWRK,PAPW,NA
FITCPH,FITC,NA
SECGRP,SECG,NA
BWY,B,NA
CDWC,CD,NA
BRUNBO,BRUN,NA
AMZG,AM,NA
SUNOIL,SUNO,NA
FOURFN,FOUR,NA
AOL,A,NA
GOVPIT,GOVP,NA
AQUARN,AQUA,NA
YESUNI,YESU,NA
EFII,EFII,Electronics for Imaging, Inc.
DEPO,DEPO,Depomed, Inc.
CLVS,CLVS,Clovis Oncology, Inc.
CRC,CRC,California Resources Corporatio
AMBC,AMBC,Ambac Financial Group, Inc.
HURN,HURN,Huron Consulting Group Inc.
PTX,PTX,Pernix Therapeutics Holdings, I
FCFS,FCFS,First Cash, Inc. Common Stock
OGS,OGS,ONE Gas, Inc. Common Stock
GRA,GRA,W.R. Grace & Co. Common Stock
TWTR,TWTR,Twitter, Inc. Common Stock
WWAV,WWAV,Whitewave Foods Company (The) C
BRKL,BRKL,Brookline Bancorp, Inc.
DHT,DHT,DHT Holdings, Inc.
OMI,OMI,Owens & Minor, Inc. Common Stoc
BRO,BRO,Brown & Brown, Inc. Common Stoc
ROST,ROST,Ross Stores, Inc.
TIVO,TIVO,TiVo Corporation
PNNT,PNNT,PennantPark Investment Corporat
GME,GME,Gamestop Corporation Common Sto
ZBRA,ZBRA,Zebra Technologies Corporation
UBNK,UBNK,United Financial Bancorp, Inc. 
KTOS,KTOS,Kratos Defense & Security Solut
FANG,FANG,Diamondback Energy, Inc.
VMEM,VMEM,Violin Memory, Inc. Common Stoc
TIF,TIF,Tiffany & Co. Common Stock
RRMS,RRMS,Rose Rock Midstream, L.P. Commo
TSRO,TSRO,TESARO, Inc.
BNCN,BNCN,BNC Bancorp
LEU,LEU,Centrus Energy Corp. Class A Co
RHT,RHT,Red Hat, Inc. Common Stock
ARES,ARES,Ares Management L.P. Common Uni
PES,PES,Pioneer Energy Services Corp. C
KEYS,KEYS,Keysight Technologies Inc. Comm
ANAC,ANAC,Anacor Pharmaceuticals, Inc.
MWW,MWW,Monster Worldwide, Inc. Common 
SGGH,SGGH,SIGNATURE GROUP HOLD
IHS,IHS,IHS Inc. IHS Inc. Class A
SGYP,SGYP,Synergy Pharmaceuticals, Inc.
KLAC,KLAC,KLA-Tencor Corporation
EEFT,EEFT,Euronet Worldwide, Inc.
MSCI,MSCI,MSCI Inc Common Stock
MAIN,MAIN,Main Street Capital Corporation
HCHC,HCHC,HC2 Holdings, Inc. Common Stock
ASB,ASB,Associated Banc-Corp Common Sto
LNKD,LNKD,LinkedIn Corporation Class A Co
ABY,ABY,Atlantica Yield plc
LABL,LABL,Multi-Color Corporation
BABA,BABA,Alibaba Group Holding Limited A
OZM,OZM,Och-Ziff Capital Management Gro
FHN,FHN,First Horizon National Corporat
MOGA,MOGA,Moog Inc. Class A Common Stock
KLXI,KLXI,KLX Inc.
HII,HII,Huntington Ingalls Industries, 
LGIH,LGIH,LGI Homes, Inc.
OII,OII,Oceaneering International, Inc.
EDR,EDR,Education Realty Trust, Inc. Co
TRMB,TRMB,Trimble Inc.
LXRX,LXRX,Lexicon Pharmaceuticals, Inc.
WLB,WLB,Westmoreland Coal Company
QDEL,QDEL,Quidel Corporation
ANIP,ANIP,ANI Pharmaceuticals, Inc.
PRO,PRO,PROS Holdings, Inc. Common Stoc
ENV,ENV,Envestnet, Inc Common Stock
TLGT,TLGT,Teligent, Inc.
RICE,RICE,Rice Energy Inc. Common Stock
ABG,ABG,Asbury Automotive Group Inc Com
KND,KND,Kindred Healthcare, Inc. Common
NCS,NCS,NCI Building Systems, Inc. New 
NGL,NGL,NGL ENERGY PARTNERS LP Common U
ABDC,ABDC,Alcentra Capital Corp.
TERP,TERP,TerraForm Power, Inc.
PLAB,PLAB,Photronics, Inc.
PCN,PCN,Pimco Corporate & Income Strate
ITEK,ITEK,Inotek Pharmaceuticals Corporat
PAH,PAH,Platform Specialty Products Cor
SIR,SIR,Select Income REIT
XNPT,XNPT,XenoPort, Inc.
TCFC,TCFC,The Community Financial Corpora
MERC,MERC,Mercer International Inc.
IMMU,IMMU,Immunomedics, Inc.
DLTR,DLTR,Dollar Tree, Inc.
ENT,ENT,Global Eagle Entertainment Inc.
MPLX,MPLX,MPLX LP Common Units Representi
TPRE,TPRE,Third Point Reinsurance Ltd. Co
OCLR,OCLR,Oclaro, Inc.
PSXP,PSXP,Phillips 66 Partners LP Common 
JONE,JONE,Jones Energy, Inc. Class A Comm
COH,COH,Coach, Inc. Common Stock
AINV,AINV,Apollo Investment Corporation
ROVI,ROVI,Rovi Corporation
NATH,NATH,Nathan's Famous, Inc.
KCG,KCG,KCG Holdings, Inc. Class A Comm
GOGO,GOGO,Gogo Inc.
PPC,PPC,Pilgrim's Pride Corporation
INSESY,INSE,NA
HONHUA,HONH,NA
PAPROP,PAPR,NA
CLECLI,CLEC,NA
TEINEN,TEIN,NA
AMWOOD,AMWO,NA
WASAIR,WASA,NA
ACOSTA,ACOS,NA
JPRSRC,JPRS,NA
WFDAU,WFD,NA
GOLDST,GOLD,NA
YORKRI,YORK,NA
NBLSOV,NBLS,NA
MAERSK,MAER,NA
SVKING,SVKI,NA
GEELY,GEE,NA
BCULC,BCU,NA
ZARAPL,ZARA,NA
JACPRO,JACP,NA
TMBCN,TMB,NA
KIJAIJ,KIJA,NA
SIMFOO,SIMF,NA
DIIBCN,DIIB,NA
RHBCMK,RHBC,NA
UIRCIV,UIRC,NA
PLBIII,PLBI,NA
KIONET,KION,NA
LIVEPL,LIVE,NA
SMIZCH,SMIZ,NA
KORREI,KORR,NA
CONSEN,CONS,NA
ESPLAN,ESPL,NA
ECSERV,ECSE,NA
ALBLLC,ALBL,NA
WFTCN,WFT,NA
INRCON,INRC,NA
LUNCN,LUN,NA
CHPWCN,CHPW,NA
INVSTA,INVS,NA
CHITRA,CHIT,NA
MIARTS,MIAR,NA
CHIBAB,CHIB,NA
YUKONG,YUKO,NA
ESSARS,ESSA,NA
TSKBTI,TSKB,NA
NEPTNO,NEPT,NA
WINDAV,WIND,NA
GLYHO,GLY,NA
EVRZNA,EVRZ,NA
UNACEM,UNAC,NA
MOMENT,MOME,NA
SCGAU,SCG,NA
YASARH,YASA,NA
CANENR,CANE,NA
CHIHOS,CHIH,NA
JUPAIR,JUPA,NA
MTNSJ,MTN,NA
BLURAC,BLUR,NA
NEXTHK,NEXT,NA
GRSTAR,GRST,NA
BEIJII,BEIJ,NA
ELMTIA,ELMT,NA
URSARE,URSA,NA
PLUAIR,PLUA,NA
GRUMAB,GRUM,NA
ICLIT,ICL,NA
HUAYI,HUA,NA
ONEMFH,ONEM,NA
SECTOR,SECT,NA
BCBCN,BCB,NA
ABAYLE,ABAY,NA
TEXHOS,TEXH,NA
EDENRE,EDEN,NA
INVALS,INVA,NA
CARINC,CARI,NA
CBSOAM,CBSO,NA
OTCCN,OTC,NA
AVEFIN,AVEF,NA
CEMMZ,CEM,NA
ZIGGO,ZIG,NA
ARUINV,ARUI,NA
FXPOLN,FXPO,NA
SLMEXP,SLME,NA
QUEENH,QUEE,NA
CSDLAB,CSDL,NA
METART,META,NA
COLBYC,COLB,NA
DIALIN,DIAL,NA
CITHOL,CITH,NA
NYPRES,NYPR,NA
MEDHEA,MEDH,NA
PRESID,PRES,NA
SOLUIJ,SOLU,NA
JHXAU,JHX,NA
QDCCIZ,QDCC,NA
ATD,A,NA
TRIHEA,TRIH,NA
PETM,PE,NA
PERDRI,PERD,NA
NYPLIB,NYPL,NA
RVBD,RV,NA
MULLIQ,MULL,NA
MXAIRV,MXAI,NA
MSNBAY,MSNB,NA
LODHA,LOD,NA
LNG,LNG,Cheniere Energy, Inc. Common St
SCAI,SCAI,Surgical Care Affiliates, Inc.
RPAI,RPAI,Retail Properties of America, I
IDCC,IDCC,InterDigital, Inc.
CTO,CTO,Consolidated-Tomoka Land Co. Co
HZNP,HZNP,Horizon Pharma plc
QUAD,QUAD,Quad Graphics, Inc Class A Comm
DOOR,DOOR,Masonite International Corporat
CMPR,CMPR,Cimpress N.V
TSQ,TSQ,Townsquare Media, Inc. Class A 
GLP,GLP,Global Partners LP Global Partn
QTS,QTS,QTS Realty Trust, Inc. Class A 
SAAS,SAAS,inContact, Inc.
IILG,IILG,Interval Leisure Group, Inc.
SUN,SUN,Sunoco LP Common Units represen
SABR,SABR,Sabre Corporation
BANC,BANC,Banc of California, Inc. Common
EGLT,EGLT,Egalet Corporation
TRIB,TRIB,Trinity Biotech plc
ENVA,ENVA,Enova International, Inc. Commo
ENS,ENS,Enersys Common Stock
HTH,HTH,Hilltop Holdings Inc.
EXAM,EXAM,ExamWorks Group, Inc.
FISI,FISI,Financial Institutions, Inc.
CSAL,CSAL,Communications Sales & Leasing,
CIDM,CIDM,Cinedigm Corp
CC,CC,Chemours Company (The) Common S
AVHI,AVHI,A V Homes, Inc.
CONN,CONN,Conn's, Inc.
ECHO,ECHO,Echo Global Logistics, Inc.
LMIA,LMIA,LMI Aerospace, Inc.
PSIX,PSIX,Power Solutions International, 
AHS,AHS,AMN Healthcare Services Inc AMN
STAY,STAY,Extended Stay America, Inc. Com
CAMP,CAMP,CalAmp Corp.
MRD,MRD,Memorial Resource Development C
HAR,HAR,Harman International Industries
BIOS,BIOS,BioScrip, Inc.
SHLM,SHLM,A. Schulman, Inc.
CNO,CNO,CNO Financial Group, Inc. Commo
MPG,MPG,Metaldyne Performance Group Inc
ENR,ENR,Energizer Holdings, Inc. Common
QCOM,QCOM,QUALCOMM Incorporated
NPO,NPO,EnPro Industries Inc
GPI,GPI,Group 1 Automotive, Inc. Common
PLT,PLT,Plantronics, Inc. Common Stock
ININ,ININ,Interactive Intelligence Group,
CPGX,CPGX,Columbia Pipeline Group, Inc.
SAEX,SAEX,SAExploration Holdings, Inc.
TRK,TRK,Speedway Motorsports, Inc. Comm
TPH,TPH,TRI Pointe Group, Inc. Common S
CDK,CDK,CDK Global, Inc.
LION,LION,Fidelity Southern Corporation
FEYE,FEYE,FireEye, Inc.
INFA,INFA,Informatica Corporation
CEB,CEB,CEB Inc. Common Stock
CABO,CABO,Cable One, Inc. Common Stock
GWW,GWW,W.W. Grainger, Inc. Common Stoc
MIFI,MIFI,Novatel Wireless, Inc.
FBHS,FBHS,Fortune Brands Home & Security,
CKEC,CKEC,Carmike Cinemas, Inc.
AVID,AVID,AVID TECH INC
WNRL,WNRL,Western Refining Logistics, LP 
ECR,ECR,Eclipse Resources Corporation C
TRCO,TRCO,Tribune Media Company Class A C
BXLT,BXLT,Baxalta Incorporated
COBZ,COBZ,CoBiz Financial Inc.
SSNC,SSNC,SS&C Technologies Holdings, Inc
CORR,CORR,CorEnergy Infrastructure Trust,
IPXL,IPXL,Impax Laboratories, Inc.
WAL,WAL,Western Alliance Bancorporation
NRE,NRE,NorthStar Realty Europe Corp. C
HOFD,HOFD,HOMEFED CORP NEW
ERI,ERI,Eldorado Resorts, Inc.
HP,HP,Helmerich & Payne, Inc. Common 
GLBL,GLBL,TerraForm Global, Inc.
PEGI,PEGI,Pattern Energy Group Inc.
TAST,TAST,Carrols Restaurant Group, Inc.
PNFP,PNFP,Pinnacle Financial Partners, In
XTNT,XTNT,Xtant Medical Holdings, Inc. Co
SAVE,SAVE,Spirit Airlines, Inc.
HXL,HXL,Hexcel Corporation Common Stock
VSTO,VSTO,Vista Outdoor Inc. Common Stock
GNC,GNC,GNC Holdings, Inc. Class A Comm
PRTY,PRTY,Party City Holdco Inc. Common S
GFLENV,GFLE,NA
RSIHPI,RSIH,NA
ICBCIL,ICBC,NA
RLNCE,RLN,NA
FROCOM,FROC,NA
AMUNIV,AMUN,NA
SHEAHM,SHEA,NA
HPHTSP,HPHT,NA
MRKGR,MRK,NA
LBRTY,LBR,NA
MCLARN,MCLA,NA
THYAO,THY,NA
KHDRWY,KHDR,NA
MANARE,MANA,NA
BEICAP,BEIC,NA
KORHIC,KORH,NA
EGROFP,EGRO,NA
MOLX,MO,NA
FORCAY,FORC,NA
PELICN,PELI,NA
CXRCN,CXR,NA
ALTBLA,ALTB,NA
BSWHLD,BSWH,NA
AIMEGR,AIME,NA
HWKOSI,HWKO,NA
BANGAN,BANG,NA
TXHLTH,TXHL,NA
MERCYH,MERC,NA
CHERMK,CHER,NA
WAUNIV,WAUN,NA
SIXTAV,SIXT,NA
BCBSMN,BCBS,NA
ZFFNGR,ZFFN,NA
PLBIIJ,PLBI,NA
TRINSE,TRIN,NA
OPTOES,OPTO,NA
PDLLN,PDL,NA
TECPLS,TECP,NA
CBRYRE,CBRY,NA
RCOMIN,RCOM,NA
QUICKN,QUIC,NA
JBYCMX,JBYC,NA
DVREIN,DVRE,NA
KUNLEG,KUNL,NA
ACIAIR,ACIA,NA
QTRN,QT,NA
AHEREN,AHER,NA
CHINAM,CHIN,NA
TDBM,TD,NA
PRIMBP,PRIM,NA
HUAWEI,HUAW,NA
DYLSNG,DYLS,NA
AVAPLN,AVAP,NA
STENOR,STEN,NA
CNSTEL,CNST,NA
AMSMNH,AMSM,NA
CCB,C,NA
CPCHEM,CPCH,NA
SUNRCA,SUNR,NA
BXECN,BXE,NA
SNROAD,SNRO,NA
WSHAIR,WSHA,NA
LATAIR,LATA,NA
SECOUR,SECO,NA
CLCCN,CLC,NA
YELELP,YELE,NA
POUCN,POU,NA
SOBAHO,SOBA,NA
DEPUNI,DEPU,NA
LTM,L,NA
DEPTCC,DEPT,NA
BCOHOL,BCOH,NA
WWFUND,WWFU,NA
VSTJET,VSTJ,NA
YANTZE,YANT,NA
GLPSP,GLP,NA
GZHCIG,GZHC,NA
ALTFIC,ALTF,NA
ALTFIN,ALTF,NA
PKFOUN,PKFO,NA
COMHOS,COMH,NA
BCOMIP,BCOM,NA
ATACN,ATA,NA
LIMAMT,LIMA,NA
GRWALL,GRWA,NA
BACEL,BAC,NA
OSCFND,OSCF,NA
JKCLLC,JKCL,NA
SHPLN,SHP,NA
KFFORG,KFFO,NA
GSJK,GS,NA
UNIVAR,UNIV,NA
GOLITH,GOLI,NA
SMITHC,SMIT,NA
DAEAVI,DAEA,NA
PSHNA,PSH,NA
TIAUTO,TIAU,NA
UIRCGV,UIRC,NA
CGPHLC,CGPH,NA
LANDCS,LAND,NA
ACORNR,ACOR,NA
INDTOL,INDT,NA
EXIMUK,EXIM,NA
GHAPTS,GHAP,NA
CCBL,CC,NA
ADSEZ,ADS,NA
ARBANK,ARBA,NA
KEADGR,KEAD,NA
MINMET,MINM,NA
EURAMX,EURA,NA
ALIANT,ALIA,NA
ROCIIG,ROCI,NA
PPDI,PP,NA
SFCBA,SFC,NA
HALHEA,HALH,NA
PTCT,PTCT,PTC Therapeutics, Inc.
BWFG,BWFG,Bankwell Financial Group, Inc.
RSPP,RSPP,RSP Permian, Inc. Common Stock
FFBC,FFBC,First Financial Bancorp.
CBIO,CBIO,Catalyst Biosciences, Inc. 
NEWS,NEWS,NewStar Financial, Inc.
ADP,ADP,Automatic Data Processing, Inc.
DY,DY,Dycom Industries, Inc. Common S
CNSL,CNSL,Consolidated Communications Hol
BDGE,BDGE,Bridge Bancorp, Inc.
MTDR,MTDR,Matador Resources Company Commo
BECN,BECN,Beacon Roofing Supply, Inc.
GB,GB,Greatbatch, Inc.
WFBI,WFBI,WashingtonFirst Bankshares Inc
FNB,FNB,F.N.B. Corporation Common Stock
SMG,SMG,Scotts Miracle-Gro Company (The
FCBE,FCBE,FCB BANCORP INC (KY)
CAC,CAC,Camden National Corporation
NNBR,NNBR,NN, Inc.
WPG,WPG,Washington Prime Group Inc. Com
CAL,CAL,Caleres, Inc. Common Stock
MTCH,MTCH,Match Group, Inc.
IDTI,IDTI,Integrated Device Technology, I
CIFC,CIFC,CIFC LLC
PBFX,PBFX,PBF Logistics LP Common Units r
CENT,CENT,Central Garden & Pet Company
QRVO,QRVO,Qorvo, Inc.
TMH,TMH,Team Health Holdings, Inc. Team
RAX,RAX,Rackspace Hosting, Inc Common S
ACET,ACET,Aceto Corporation
BKU,BKU,BankUnited, Inc. Common Stock
HMN,HMN,Horace Mann Educators Corporati
LTXB,LTXB,LegacyTexas Financial Group, In
BRBS,BRBS,BLUE RIDGE BANKSHARE
WFM,WFM,Whole Foods Market, Inc.
MYCC,MYCC,ClubCorp Holdings, Inc. Common 
MD,MD,Mednax, Inc. Common Stock
IPHI,IPHI,Inphi Corporation Common Stock 
P,P,Pandora Media, Inc. Common Stoc
VSI,VSI,Vitamin Shoppe, Inc Common Stoc
YCB,YCB,Your Community Bankshares, Inc.
KRA,KRA,Kraton Corporation Common Stock
RGS,RGS,Regis Corporation Common Stock
HLIT,HLIT,Harmonic Inc.
V,V,Visa Inc.
MSCC,MSCC,Microsemi Corporation
NVAX,NVAX,Novavax, Inc.
EIGI,EIGI,Endurance International Group H
MTW,MTW,Manitowoc Company, Inc. (The) C
KMPH,KMPH,KemPharm, Inc.
MFS,MFS,Manitowoc Food Service, Inc. Co
HFC,HFC,HollyFrontier Corporation Commo
WDC,WDC,Western Digital Corporation
FSB,FSB,Franklin Financial Network, Inc
DBD,DBD,Diebold, Incorporated Common St
GTE,GTE,Gran Tierra Energy Inc. Common 
SPB,SPB,Spectrum Brands Holdings, Inc. 
TFM,TFM,The Fresh Market, Inc.
JD,JD,JD.com, Inc.
SBNY,SBNY,Signature Bank
GOOGL,GOOGL,Alphabet Inc.
KN,KN,Knowles Corporation Common Stoc
PTC,PTC,PTC Inc.
PFGC,PFGC,Performance Food Group Company 
NCOM,NCOM,National Commerce Corporation
RGEN,RGEN,Repligen Corporation
HMST,HMST,HomeStreet, Inc.
CNGO,CNGO,CENGAGE LEARNING
UAN,UAN,CVR Partners, LP Common Units r
FTV,FTV,Fortive Corporation Common Stoc
NVRO,NVRO,Nevro Corp. Common Stock
UA,UA,Under Armour, Inc. Class A Comm
PGC,PGC,Peapack-Gladstone Financial Cor
PFBC,PFBC,Preferred Bank
SSS,SSS,Sovran Self Storage, Inc.
BTSDF,BTSDF,BIOSTIME INTERNATION
IMGN,IMGN,ImmunoGen, Inc.
OZRK,OZRK,Bank of the Ozarks
PARR,PARR,Par Pacific Holdings, Inc.  Com
UAM,UAM,Universal American Corporation 
CY,CY,Cypress Semiconductor Corporati
OPB,OPB,Opus Bank
PCBK,PCBK,Pacific Continental Corporation
OMAM,OMAM,OM Asset Management plc Ordinar
EXP,EXP,Eagle Materials Inc Common Stoc
EGL,EGL,Engility Holdings, Inc. Common 
OLBK,OLBK,Old Line Bancshares, Inc.
CASH,CASH,Meta Financial Group, Inc.
DRII,DRII,Diamond Resorts International, 
RNST,RNST,Renasant Corporation
TEP,TEP,Tallgrass Energy Partners, LP C
SUMMAT,SUMM,NA
KIKCN,KIK,NA
BOSPHO,BOSP,NA
BUSDVP,BUSD,NA
VCMLSE,VCML,NA
ALLINA,ALLI,NA
DANBNK,DANB,NA
VISTAS,VIST,NA
DAEL,DA,NA
ROCORO,ROCO,NA
AUTOPA,AUTO,NA
TOLHOS,TOLH,NA
NPTFIN,NPTF,NA
PENNUN,PENN,NA
ROLLS,ROL,NA
TCELLT,TCEL,NA
DUKUNI,DUKU,NA
MYLIFE,MYLI,NA
ATHGLO,ATHG,NA
TOTSHP,TOTS,NA
ANBHER,ANBH,NA
SUMITG,SUMI,NA
TCLAU,TCL,NA
HNALLC,HNAL,NA
CBDUH,CBD,NA
